"param_device";"af_event_name";"af_event_guid";"not_verified";"not_param_verified";"af_event_time";"ga_event_time";"af_common_values";"ga_common_values";"device";"af_events";"ga_events";"d.not_verified";"not_device_verified"
d570ce252bba6b976eb8718bb74c8e7a;loading_scene;"59b88d54-115b-4f37-9875-1e66d4c906c3";1;1;2021-02-09 23:44:08;1970-01-01 03:00:00;"[Ljava.lang.String;@15d95646";"[Ljava.lang.String;@71f2ad82";d570ce252bba6b976eb8718bb74c8e7a;"[Ljava.lang.String;@24f756";"[Ljava.lang.String;@6a7b4f8c";0;1
d570ce252bba6b976eb8718bb74c8e7a;loading_scene;"45ee6e9e-04c4-4ff0-838a-a9f20cacabe3";1;1;2021-02-09 23:44:10;1970-01-01 03:00:00;"[Ljava.lang.String;@354f5fe3";"[Ljava.lang.String;@51b56a75";d570ce252bba6b976eb8718bb74c8e7a;"[Ljava.lang.String;@760ca952";"[Ljava.lang.String;@463b9f30";0;1
d570ce252bba6b976eb8718bb74c8e7a;loading_scene;"7c01c27e-43d7-431b-8b68-4e3c48ff8aeb";1;1;2021-02-09 23:44:10;1970-01-01 03:00:00;"[Ljava.lang.String;@9447053";"[Ljava.lang.String;@73d855cc";d570ce252bba6b976eb8718bb74c8e7a;"[Ljava.lang.String;@600d24dc";"[Ljava.lang.String;@7ad5e5f2";0;1
d570ce252bba6b976eb8718bb74c8e7a;dlg_welcome;"392c7eb3-5e39-49d8-bacc-df3fbf0caae9";1;1;2021-02-09 23:44:13;1970-01-01 03:00:00;"[Ljava.lang.String;@5039d413";"[Ljava.lang.String;@61fe8ded";d570ce252bba6b976eb8718bb74c8e7a;"[Ljava.lang.String;@685c6eca";"[Ljava.lang.String;@3df3fc46";0;1
d570ce252bba6b976eb8718bb74c8e7a;map_open;f1b1fd34-36b4-4413-aea7-fe8d443cf79a;1;1;2021-02-09 23:44:14;1970-01-01 03:00:00;"[Ljava.lang.String;@23743ea7";"[Ljava.lang.String;@36705ec1";d570ce252bba6b976eb8718bb74c8e7a;"[Ljava.lang.String;@3d514cfb";"[Ljava.lang.String;@1f6296db";0;1
d570ce252bba6b976eb8718bb74c8e7a;loading_scene;"5d7e8701-977c-4ab8-80d1-1d63a23b3fbf";1;1;2021-02-09 23:44:14;1970-01-01 03:00:00;"[Ljava.lang.String;@1de11296";"[Ljava.lang.String;@29d3c1bd";d570ce252bba6b976eb8718bb74c8e7a;"[Ljava.lang.String;@1e5276e8";"[Ljava.lang.String;@158defb7";0;1
eff30ac3e2fbc5f766fe61861b1838bc;tech_download_complete;a3c99d25-b875-436f-bf7f-da33baee6b30;1;1;2021-02-09 14:57:36;1970-01-01 03:00:00;"[Ljava.lang.String;@ed3a32";"[Ljava.lang.String;@3704cdbb";eff30ac3e2fbc5f766fe61861b1838bc;"[Ljava.lang.String;@3a6c1885";"[Ljava.lang.String;@40e6a828";0;1
eff30ac3e2fbc5f766fe61861b1838bc;loading_scene;a859add7-72d7-4ba1-b383-a75f087b4261;1;1;2021-02-09 14:57:36;1970-01-01 03:00:00;"[Ljava.lang.String;@29b326ac";"[Ljava.lang.String;@38cb4f34";eff30ac3e2fbc5f766fe61861b1838bc;"[Ljava.lang.String;@62b9c098";"[Ljava.lang.String;@17eb830f";0;1
eff30ac3e2fbc5f766fe61861b1838bc;session_start;"1b8a1068-1b84-4a50-bcf4-24d6085e5fcf";1;1;2021-02-09 14:57:36;1970-01-01 03:00:00;"[Ljava.lang.String;@275d5118";"[Ljava.lang.String;@450d1828";eff30ac3e2fbc5f766fe61861b1838bc;"[Ljava.lang.String;@691cad11";"[Ljava.lang.String;@2224b8c6";0;1
eff30ac3e2fbc5f766fe61861b1838bc;loading_scene;"2924d7be-82b9-4129-ab41-4d8a054f0cb8";1;1;2021-02-09 14:57:36;1970-01-01 03:00:00;"[Ljava.lang.String;@6fbcf80b";"[Ljava.lang.String;@425d618c";eff30ac3e2fbc5f766fe61861b1838bc;"[Ljava.lang.String;@4e2538f3";"[Ljava.lang.String;@49c05b79";0;1
eff30ac3e2fbc5f766fe61861b1838bc;tech_download_complete;"2e33af85-ab59-437c-a847-15d35717c3c3";1;1;2021-02-09 14:57:36;1970-01-01 03:00:00;"[Ljava.lang.String;@41348eea";"[Ljava.lang.String;@68ccc641";eff30ac3e2fbc5f766fe61861b1838bc;"[Ljava.lang.String;@f49890b";"[Ljava.lang.String;@44190008";0;1
eff30ac3e2fbc5f766fe61861b1838bc;loading_scene;a99f36dc-76ec-4e6d-9a9a-ea10dcc6733e;1;1;2021-02-09 14:57:36;1970-01-01 03:00:00;"[Ljava.lang.String;@213f95bf";"[Ljava.lang.String;@2fcfa117";eff30ac3e2fbc5f766fe61861b1838bc;"[Ljava.lang.String;@6c8d7434";"[Ljava.lang.String;@601820ed";0;1
eff30ac3e2fbc5f766fe61861b1838bc;session_end;"88bdefa2-7da1-44ef-9080-3edd411dbcb3";1;1;2021-02-09 14:57:36;1970-01-01 03:00:00;"[Ljava.lang.String;@3d57c33c";"[Ljava.lang.String;@6fc21a98";eff30ac3e2fbc5f766fe61861b1838bc;"[Ljava.lang.String;@68e9ef80";"[Ljava.lang.String;@49d7b538";0;1
eff30ac3e2fbc5f766fe61861b1838bc;loading_scene;bbd942a8-4ca8-4853-a7b1-c141b10d9ccd;1;1;2021-02-09 14:57:52;1970-01-01 03:00:00;"[Ljava.lang.String;@4a1ad11d";"[Ljava.lang.String;@3573041c";eff30ac3e2fbc5f766fe61861b1838bc;"[Ljava.lang.String;@12c168dd";"[Ljava.lang.String;@664b71c8";0;1
eff30ac3e2fbc5f766fe61861b1838bc;loading_scene;"7c08aa8a-f9ca-4c2f-af6d-8620349fd6a2";1;1;2021-02-09 14:57:52;1970-01-01 03:00:00;"[Ljava.lang.String;@7ac5d625";"[Ljava.lang.String;@57bb6e85";eff30ac3e2fbc5f766fe61861b1838bc;"[Ljava.lang.String;@4ea5632f";"[Ljava.lang.String;@735d8e02";0;1
f18e9b0329c3a6fc44a847d69b3fe334;session_start;c972177b-cd2e-4ae9-a13a-3627d1ba22ea;1;1;2021-02-09 15:33:01;1970-01-01 03:00:00;"[Ljava.lang.String;@277d1ab2";"[Ljava.lang.String;@2b3e879e";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@4e6725cd";"[Ljava.lang.String;@51558f9d";0;1
f18e9b0329c3a6fc44a847d69b3fe334;loading_scene;"9161bed5-2859-486f-9302-3de7bffe387c";1;1;2021-02-09 15:33:01;1970-01-01 03:00:00;"[Ljava.lang.String;@1eb2b78f";"[Ljava.lang.String;@416fd1b0";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@36d1dd1d";"[Ljava.lang.String;@4b85853d";0;1
f18e9b0329c3a6fc44a847d69b3fe334;loading_scene;dd83d428-a3f3-4f79-8b7d-245db90fd461;1;1;2021-02-09 15:33:01;1970-01-01 03:00:00;"[Ljava.lang.String;@40805d0d";"[Ljava.lang.String;@7f5df6fc";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@475ce53f";"[Ljava.lang.String;@20173c84";0;1
f18e9b0329c3a6fc44a847d69b3fe334;loading_scene;edd7ba9a-875b-4248-a0d1-50fd9643d405;1;1;2021-02-09 15:33:01;1970-01-01 03:00:00;"[Ljava.lang.String;@62bd65be";"[Ljava.lang.String;@72478503";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@5212f369";"[Ljava.lang.String;@4b7806b3";0;1
f18e9b0329c3a6fc44a847d69b3fe334;loading_scene;"073e4edd-b47c-4b08-bd81-ca68d0bc4758";1;1;2021-02-09 15:33:22;1970-01-01 03:00:00;"[Ljava.lang.String;@42e10af7";"[Ljava.lang.String;@c40f035";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@498cd36f";"[Ljava.lang.String;@424a1973";0;1
f18e9b0329c3a6fc44a847d69b3fe334;loading_scene;"28b3fbfc-79f0-46dd-870e-1135c840a623";1;1;2021-02-09 15:33:22;1970-01-01 03:00:00;"[Ljava.lang.String;@8b6157f";"[Ljava.lang.String;@3fc8d04";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@2c4421bf";"[Ljava.lang.String;@3ed724c5";0;1
f18e9b0329c3a6fc44a847d69b3fe334;dlg_welcome;"3ccba1af-7749-45e4-9412-3890f0b2a6d1";1;1;2021-02-09 15:33:29;1970-01-01 03:00:00;"[Ljava.lang.String;@672d38d";"[Ljava.lang.String;@6181faea";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@6cc576bc";"[Ljava.lang.String;@6bb396ed";0;1
f18e9b0329c3a6fc44a847d69b3fe334;dlg_welcome;"8f2a4888-02f5-44c1-9103-f13b38d6c39e";1;1;2021-02-09 15:33:44;1970-01-01 03:00:00;"[Ljava.lang.String;@7b4dcead";"[Ljava.lang.String;@15f53d84";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@5242c910";"[Ljava.lang.String;@25b1394b";0;1
f18e9b0329c3a6fc44a847d69b3fe334;dlg_welcome;"676c44b5-9562-457c-8d8f-c1bf66640177";1;1;2021-02-09 15:34:02;1970-01-01 03:00:00;"[Ljava.lang.String;@309cb3f6";"[Ljava.lang.String;@cb9a17c";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@48f7f3b2";"[Ljava.lang.String;@64a0f086";0;1
f18e9b0329c3a6fc44a847d69b3fe334;dlg_welcome;a11cd329-ba2c-4c65-88af-9d2af025b59d;1;1;2021-02-09 15:34:04;1970-01-01 03:00:00;"[Ljava.lang.String;@31f6ece7";"[Ljava.lang.String;@700509e4";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@7181e35";"[Ljava.lang.String;@64dfea90";0;1
f18e9b0329c3a6fc44a847d69b3fe334;dlg_welcome;"77172c97-3e3a-41d3-b28a-27455223c846";1;1;2021-02-09 15:34:04;1970-01-01 03:00:00;"[Ljava.lang.String;@6248a338";"[Ljava.lang.String;@3adaccbc";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@7d748464";"[Ljava.lang.String;@66647a30";0;1
f18e9b0329c3a6fc44a847d69b3fe334;dlg_welcome;"2b54acb7-5f58-4ffb-8cba-52a21ca6fc1b";1;1;2021-02-09 15:34:05;1970-01-01 03:00:00;"[Ljava.lang.String;@411244a7";"[Ljava.lang.String;@2dc1df15";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@74cf296d";"[Ljava.lang.String;@313f683e";0;1
f18e9b0329c3a6fc44a847d69b3fe334;dlg_welcome;"367ecc46-fa11-4020-9015-28932441e945";1;1;2021-02-09 15:34:05;1970-01-01 03:00:00;"[Ljava.lang.String;@62db25c2";"[Ljava.lang.String;@41c177fb";f18e9b0329c3a6fc44a847d69b3fe334;"[Ljava.lang.String;@4c48aaef";"[Ljava.lang.String;@6fc55c0";0;1
f35374c0c1d4c92370dd6b207e994eae;session_start;"268ce210-fce1-497c-8b38-dde141f45787";1;1;2021-02-09 19:15:23;1970-01-01 03:00:00;"[Ljava.lang.String;@3d3295e8";"[Ljava.lang.String;@7786431a";f35374c0c1d4c92370dd6b207e994eae;"[Ljava.lang.String;@7e1090d7";"[Ljava.lang.String;@1aa69880";0;1
f35374c0c1d4c92370dd6b207e994eae;loading_scene;"5127fa05-1b91-43a5-9eac-1fe58f6b88ea";1;1;2021-02-09 19:15:23;1970-01-01 03:00:00;"[Ljava.lang.String;@3392c3e9";"[Ljava.lang.String;@76c9c812";f35374c0c1d4c92370dd6b207e994eae;"[Ljava.lang.String;@ca56834";"[Ljava.lang.String;@226993b8";0;1
f35374c0c1d4c92370dd6b207e994eae;session_end;"88b1f1e1-b93d-4e91-9308-a87245ea4835";1;1;2021-02-09 19:15:23;1970-01-01 03:00:00;"[Ljava.lang.String;@7418197";"[Ljava.lang.String;@3f705035";f35374c0c1d4c92370dd6b207e994eae;"[Ljava.lang.String;@18b36b27";"[Ljava.lang.String;@76a9dfda";0;1
f35374c0c1d4c92370dd6b207e994eae;loading_scene;"9ac4ff9c-d168-4492-9c9d-d8cfa470dbcc";1;1;2021-02-09 19:15:23;1970-01-01 03:00:00;"[Ljava.lang.String;@7defa5a1";"[Ljava.lang.String;@4023a3d1";f35374c0c1d4c92370dd6b207e994eae;"[Ljava.lang.String;@43ca12a1";"[Ljava.lang.String;@7ba5420d";0;1
f35374c0c1d4c92370dd6b207e994eae;tech_download_complete;e233dab7-ee49-4442-be85-d30d1ffa49aa;1;1;2021-02-09 19:15:23;1970-01-01 03:00:00;"[Ljava.lang.String;@7b672275";"[Ljava.lang.String;@26073be3";f35374c0c1d4c92370dd6b207e994eae;"[Ljava.lang.String;@354b7a98";"[Ljava.lang.String;@64afe316";0;1
f35374c0c1d4c92370dd6b207e994eae;loading_scene;"23371b39-be00-41cf-a6c2-28a77ef94c5c";1;1;2021-02-09 19:15:23;1970-01-01 03:00:00;"[Ljava.lang.String;@2699117c";"[Ljava.lang.String;@395eee6f";f35374c0c1d4c92370dd6b207e994eae;"[Ljava.lang.String;@57afcc66";"[Ljava.lang.String;@4c0322d6";0;1
f35374c0c1d4c92370dd6b207e994eae;tech_download_complete;eb352395-2a99-44d6-b5c8-6c1d5f231ab6;1;1;2021-02-09 19:15:23;1970-01-01 03:00:00;"[Ljava.lang.String;@22ffc8db";"[Ljava.lang.String;@6c1c677d";f35374c0c1d4c92370dd6b207e994eae;"[Ljava.lang.String;@45f95a64";"[Ljava.lang.String;@10b9d59f";0;1
f528b7cac88d4a55f94d3eca438adc13;session_start;"669cccfd-3a01-4ab3-a66e-0f4d85bf2715";1;1;2021-02-09 16:29:11;1970-01-01 03:00:00;"[Ljava.lang.String;@4c5c7e43";"[Ljava.lang.String;@43f4df3a";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@4c51975a";"[Ljava.lang.String;@129aa662";0;1
f528b7cac88d4a55f94d3eca438adc13;loading_scene;d735bc05-c17b-4ac9-ba69-f9cfae148e4e;1;1;2021-02-09 16:29:12;1970-01-01 03:00:00;"[Ljava.lang.String;@3d9b7c14";"[Ljava.lang.String;@58f37992";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@18d8de91";"[Ljava.lang.String;@5f36d25e";0;1
f528b7cac88d4a55f94d3eca438adc13;loading_scene;eea73b94-99ee-42c4-a748-566dae09bbf6;1;1;2021-02-09 16:29:12;1970-01-01 03:00:00;"[Ljava.lang.String;@39ab6e70";"[Ljava.lang.String;@7a57bf3e";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@2425dab3";"[Ljava.lang.String;@4de8484b";0;1
f528b7cac88d4a55f94d3eca438adc13;loading_scene;c6bfa103-f164-4c05-90a3-643978c5992f;1;1;2021-02-09 16:29:12;1970-01-01 03:00:00;"[Ljava.lang.String;@2f526768";"[Ljava.lang.String;@68bb93f3";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@62c13c15";"[Ljava.lang.String;@6de48a16";0;1
f528b7cac88d4a55f94d3eca438adc13;loading_scene;"0f5c8b48-da3c-4a5d-8238-1c1186854f92";1;1;2021-02-09 16:29:40;1970-01-01 03:00:00;"[Ljava.lang.String;@51b1d9e5";"[Ljava.lang.String;@65a1ec2b";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@eeb451e";"[Ljava.lang.String;@4796daef";0;1
f528b7cac88d4a55f94d3eca438adc13;loading_scene;e6ad292b-9776-4722-b411-f50eda2a9d7c;1;1;2021-02-09 16:29:40;1970-01-01 03:00:00;"[Ljava.lang.String;@18b75d09";"[Ljava.lang.String;@729d2a80";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@268a4278";"[Ljava.lang.String;@573aa5e4";0;1
f528b7cac88d4a55f94d3eca438adc13;dlg_welcome;ee7bc65b-2c06-4cba-a29a-5fa4c806aaff;1;1;2021-02-09 16:29:43;1970-01-01 03:00:00;"[Ljava.lang.String;@75c7f51f";"[Ljava.lang.String;@6e15180d";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@1af80e35";"[Ljava.lang.String;@18ef9d0b";0;1
f528b7cac88d4a55f94d3eca438adc13;map_open;"3c900699-1ab3-40e3-8b01-3d41761527bf";1;1;2021-02-09 16:29:45;1970-01-01 03:00:00;"[Ljava.lang.String;@52cafc04";"[Ljava.lang.String;@14d95320";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@4e8a6e28";"[Ljava.lang.String;@2ae9a537";0;1
f528b7cac88d4a55f94d3eca438adc13;loading_scene;a947098f-c601-4042-bca3-5c5250eb0ba3;1;1;2021-02-09 16:29:46;1970-01-01 03:00:00;"[Ljava.lang.String;@2fc656b2";"[Ljava.lang.String;@71d84039";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@6c3e9b04";"[Ljava.lang.String;@b994ba9";0;1
f528b7cac88d4a55f94d3eca438adc13;dlg_quest;"3771e059-4cd9-413f-9abc-dd9145f21bc0";1;1;2021-02-09 16:31:41;1970-01-01 03:00:00;"[Ljava.lang.String;@16f7ffae";"[Ljava.lang.String;@259dacc1";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@3de3e5cd";"[Ljava.lang.String;@7ce625db";0;1
f528b7cac88d4a55f94d3eca438adc13;dlg_quest;aa826cbf-92e1-4fcb-82c5-7f220aec4ae7;1;1;2021-02-09 16:32:41;1970-01-01 03:00:00;"[Ljava.lang.String;@5545bf66";"[Ljava.lang.String;@1df6eaab";f528b7cac88d4a55f94d3eca438adc13;"[Ljava.lang.String;@3f19a955";"[Ljava.lang.String;@721c9b90";0;1
ff7e95a317bd80ded59b9bbe72ee7536;dlg_level_start;d1d66ca5-a503-45bf-a300-0abfb6cd5168;1;1;2021-02-09 17:45:49;1970-01-01 03:00:00;"[Ljava.lang.String;@adab43a";"[Ljava.lang.String;@20d3b478";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@5272e236";"[Ljava.lang.String;@44a423f3";0;1
ff7e95a317bd80ded59b9bbe72ee7536;level_finish;"49fd56f3-f796-469f-bd38-7ec30e1dd9fb";1;1;2021-02-09 17:45:49;1970-01-01 03:00:00;"[Ljava.lang.String;@1b802439";"[Ljava.lang.String;@264d3345";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@636b06e8";"[Ljava.lang.String;@6350acd";0;1
ff7e95a317bd80ded59b9bbe72ee7536;loading_scene;"28e3de18-7de2-4c30-a8b5-26aed360895e";1;1;2021-02-09 17:45:54;1970-01-01 03:00:00;"[Ljava.lang.String;@1c0e57de";"[Ljava.lang.String;@53969801";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@68f188dd";"[Ljava.lang.String;@46bc846c";0;1
ff7e95a317bd80ded59b9bbe72ee7536;balance_spend;"8142205a-98e9-4bf2-949d-dce4cb379416";1;1;2021-02-09 17:47:42;1970-01-01 03:00:00;"[Ljava.lang.String;@28629bc2";"[Ljava.lang.String;@4fd3585f";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@2b809618";"[Ljava.lang.String;@9bde8e0";0;1
ff7e95a317bd80ded59b9bbe72ee7536;dlg_level_fail;"8de179d1-9833-456e-a26e-1312ca4d019c";1;1;2021-02-09 17:47:42;1970-01-01 03:00:00;"[Ljava.lang.String;@353dce9e";"[Ljava.lang.String;@607969c6";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@4f661387";"[Ljava.lang.String;@29fa1863";0;1
ff7e95a317bd80ded59b9bbe72ee7536;dlg_level_start;c11f8731-62e3-4bba-8244-1712d0c06311;1;1;2021-02-09 17:47:43;1970-01-01 03:00:00;"[Ljava.lang.String;@72e87afc";"[Ljava.lang.String;@59f40a3e";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@26f1c0ac";"[Ljava.lang.String;@5fb1fd11";0;1
ff7e95a317bd80ded59b9bbe72ee7536;dlg_level_start;ccd9ce81-17ac-451b-b014-6d17dd726f4c;1;1;2021-02-09 17:47:43;1970-01-01 03:00:00;"[Ljava.lang.String;@6e3f5381";"[Ljava.lang.String;@17e31182";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@3fbf5772";"[Ljava.lang.String;@6f367ce1";0;1
ff7e95a317bd80ded59b9bbe72ee7536;dlg_level_start;af95c74c-d28a-443a-a9bd-f27ecce7cd0c;1;1;2021-02-09 17:47:43;1970-01-01 03:00:00;"[Ljava.lang.String;@7b8199dd";"[Ljava.lang.String;@7461e82e";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@31a02517";"[Ljava.lang.String;@6d2d96b6";0;1
ff7e95a317bd80ded59b9bbe72ee7536;dlg_level_start;ff0dad7f-bbcc-4957-b45d-7de0eed3ce96;1;1;2021-02-09 17:47:43;1970-01-01 03:00:00;"[Ljava.lang.String;@1a95b5bf";"[Ljava.lang.String;@61ce0e5b";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@51f617e8";"[Ljava.lang.String;@50efb346";0;1
ff7e95a317bd80ded59b9bbe72ee7536;level_finish;ed2d2c93-97c7-4d11-9f2a-cc0992280138;1;1;2021-02-09 17:47:43;1970-01-01 03:00:00;"[Ljava.lang.String;@6760cca9";"[Ljava.lang.String;@76cdbac8";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@17e5baae";"[Ljava.lang.String;@3abd5e97";0;1
ff7e95a317bd80ded59b9bbe72ee7536;level_finish;"6b035b15-d596-4340-ae50-65091da9ef63";1;1;2021-02-09 17:47:43;1970-01-01 03:00:00;"[Ljava.lang.String;@5b59c8ed";"[Ljava.lang.String;@40d922b4";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@7a53c0cb";"[Ljava.lang.String;@2a4a60f0";0;1
ff7e95a317bd80ded59b9bbe72ee7536;level_finish;"9ed4dcfc-3960-4024-8a00-cd8d57a7f53f";1;1;2021-02-09 17:47:43;1970-01-01 03:00:00;"[Ljava.lang.String;@3fc1dbf4";"[Ljava.lang.String;@3604823a";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@52b559a9";"[Ljava.lang.String;@2b81feef";0;1
ff7e95a317bd80ded59b9bbe72ee7536;level_finish;ca4cf3c8-7a0d-4686-91fe-82396342bc00;1;1;2021-02-09 17:47:43;1970-01-01 03:00:00;"[Ljava.lang.String;@1a2e9e10";"[Ljava.lang.String;@8a9ca3d";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@7029a290";"[Ljava.lang.String;@547b4cfc";0;1
ff7e95a317bd80ded59b9bbe72ee7536;level_finish;d650345c-90de-4ad6-876c-6169ba8a8a09;1;1;2021-02-09 17:47:44;1970-01-01 03:00:00;"[Ljava.lang.String;@3a4b967d";"[Ljava.lang.String;@7cf54b2b";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@41755b07";"[Ljava.lang.String;@4f67f379";0;1
ff7e95a317bd80ded59b9bbe72ee7536;dlg_level_start;"5077e6d4-bc94-46f7-a92f-baf60e7802a7";1;1;2021-02-09 17:47:44;1970-01-01 03:00:00;"[Ljava.lang.String;@29f96c96";"[Ljava.lang.String;@7f83c691";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@14450705";"[Ljava.lang.String;@6449c2cf";0;1
ff7e95a317bd80ded59b9bbe72ee7536;map_open;e8115dbb-0345-4d8e-96c0-aa2292217f5a;1;1;2021-02-09 17:47:46;1970-01-01 03:00:00;"[Ljava.lang.String;@6b69f0c";"[Ljava.lang.String;@67607605";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@5b2138c3";"[Ljava.lang.String;@71d4c6d2";0;1
ff7e95a317bd80ded59b9bbe72ee7536;loading_scene;be632606-75bd-4bb8-bb0f-cf160d70232c;1;1;2021-02-09 17:47:47;1970-01-01 03:00:00;"[Ljava.lang.String;@43a8791b";"[Ljava.lang.String;@279cff35";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@75a92c25";"[Ljava.lang.String;@229c9614";0;1
ff7e95a317bd80ded59b9bbe72ee7536;dlg_level_start;"69bcd540-3354-4d42-83bc-e53ba9db1539";1;1;2021-02-09 17:47:59;1970-01-01 03:00:00;"[Ljava.lang.String;@22fc43fd";"[Ljava.lang.String;@62d965c0";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@5e2db5ba";"[Ljava.lang.String;@1847b45d";0;1
ff7e95a317bd80ded59b9bbe72ee7536;loading_scene;"4ae9a894-99a4-42de-bb40-e3b770891db9";1;1;2021-02-09 17:48:02;1970-01-01 03:00:00;"[Ljava.lang.String;@58e4ef03";"[Ljava.lang.String;@713a66ba";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@42099d42";"[Ljava.lang.String;@67492c02";0;1
ff7e95a317bd80ded59b9bbe72ee7536;balance_spend;"95d9bbf7-4de4-4595-923a-c27a0995df36";1;1;2021-02-09 17:49:47;1970-01-01 03:00:00;"[Ljava.lang.String;@182a5b1f";"[Ljava.lang.String;@3a07e116";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@34ea8899";"[Ljava.lang.String;@1a6d9b3a";0;1
ff7e95a317bd80ded59b9bbe72ee7536;dlg_level_fail;"03a2cd07-c394-4928-a366-fd68fe2a5a33";1;1;2021-02-09 17:49:47;1970-01-01 03:00:00;"[Ljava.lang.String;@50d5d9cb";"[Ljava.lang.String;@55df9d96";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@351169f4";"[Ljava.lang.String;@43538027";0;1
ff7e95a317bd80ded59b9bbe72ee7536;map_open;"05f48a87-26bf-4eb7-917e-b87710256d17";1;1;2021-02-09 17:49:50;1970-01-01 03:00:00;"[Ljava.lang.String;@3d361207";"[Ljava.lang.String;@142c0b1a";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@2a4c9ea2";"[Ljava.lang.String;@75c17174";0;1
ff7e95a317bd80ded59b9bbe72ee7536;loading_scene;bcb9476a-76e4-402e-b91e-7771fa158e70;1;1;2021-02-09 17:49:51;1970-01-01 03:00:00;"[Ljava.lang.String;@78eae3e1";"[Ljava.lang.String;@cea433d";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@421d758c";"[Ljava.lang.String;@3ca9e66a";0;1
ff7e95a317bd80ded59b9bbe72ee7536;dlg_lives_bank;"998803e1-9007-49f0-89a9-27d1c97f1264";1;1;2021-02-09 17:49:53;1970-01-01 03:00:00;"[Ljava.lang.String;@1373eff5";"[Ljava.lang.String;@4ddea50d";ff7e95a317bd80ded59b9bbe72ee7536;"[Ljava.lang.String;@64c6182f";"[Ljava.lang.String;@17af386b";0;1
